bbox,cessation,country_id,deprecated,file_hash,fullname,geom_hash,geom_latitude,geom_longitude,id,inception,iso,iso_country,lastmodified,lbl_latitude,lbl_longitude,locality_id,name,parent_id,path,placetype,region_id,source,superseded_by,supersedes,wof_country
"-22.9639786445,15.9823672548,-22.666574674,16.2439639339",uuuu,85632721,,f58c768d7204a8ae807af2534a82ddcf,,11afa7590e7ade0b2e4358f7336457a7,16.10576,-22.816875,85670339,uuuu,CV,CV,1462977574,16.096032,-22.814042,0,Boa Vista,85632721,856/703/39/85670339.geojson,region,85670339,quattroshapes,,,CV
"-22.9915665363,16.5934105489,-22.8813370432,16.8602969422",uuuu,85632721,,b2b23fc7bef27fe89a4a354486a11d99,,3e3c40cc8b264e015981da08d1266b22,16.739307,-22.934483,85670341,uuuu,CV,CV,1457144700,16.732383,-22.939911,0,Sal,85632721,856/703/41/85670341.geojson,region,85670341,quattroshapes,,,CV
"-24.3765354015,16.4826520853,-24.0328263011,16.6815860052",uuuu,85632721,,98cdcdcef51494f760659c5537e0ebe1,,7be4c2cfbbe37a7895f50912d258e665,16.606457,-24.212297,85670347,uuuu,CV,CV,1457144700,16.624503,-24.224014,0,Ribeira Brava,85632721,856/703/47/85670347.geojson,region,85670347,quattroshapes,,,CV
"-24.4306534501,16.4826520853,-24.314417823,16.6771229631",uuuu,85632721,,910e22936b7cbed794e98fecc2f29d05,,c537826eb17da6c5a9c594a33c5933d2,16.600347,-24.365787,85670351,uuuu,CV,CV,1457144701,16.598611,-24.345534,0,Tarrafal de São Nicolau,85632721,856/703/51/85670351.geojson,region,85670351,quattroshapes,,,CV
"-25.0941462877,16.6055050202,-24.5695120314,16.923000393",uuuu,85632721,,3aaf1c31f92a3dce7cec2c76537b9e18,,5beafc96abfae714356f49f70b2f0482,16.832448,-24.936654,85670355,uuuu,CV,CV,1462977457,16.848545,-24.977166,0,São Vicente,85632721,856/703/55/85670355.geojson,region,85670355,quattroshapes,,,CV
"-25.36042233,16.9171817083,-24.9866824761,17.1367048204",uuuu,85632721,,23a8d3cbc31af726669b71ca34a757fe,,c46ce6c06abcd331422eec3d81a79a31,17.032895,-25.198292,85670359,uuuu,CV,CV,1457144700,17.023043,-25.216696,0,Porto Novo,85632721,856/703/59/85670359.geojson,region,85670359,quattroshapes,,,CV
"-25.2453507153,17.0857761284,-25.025868293,17.1966006534",uuuu,85632721,,2945dbdfcea4b78b6c1087f375d1d68d,,3e35e7ece12f27712d07a3298d52512b,17.143427,-25.124874,85670363,uuuu,CV,CV,1452291089,17.144402,-25.124874,0,Ribeira Grande,85632721,856/703/63/85670363.geojson,region,85670363,quattroshapes,,,CV
"-25.0729761316,17.0788645902,-24.9712621742,17.144924221",uuuu,85632721,,c873f94e0043273bd19ba0339d1e547f,,740e07df20cfc609aedb274fa20777ab,17.114427,-25.013329,85670369,uuuu,CV,CV,1457144700,17.117265,-25.008321,0,Paul,85632721,856/703/69/85670369.geojson,region,85670369,quattroshapes,,,CV
"-84.0792809717,9.46758779494,-83.3189139466,10.1362291533",uuuu,85632487,,173fcdc452c99dc5076d6a2d914cafce,,49470ae9c14068e19487491afc815bad,9.808121,-83.681468,85670371,uuuu,CR,CR,1457144700,9.800061,-83.687216,0,Cartago,85632487,856/703/71/85670371.geojson,region,85670371,quattroshapes,,,CR
"-84.2018574694,9.94564647101,-83.7035674711,10.7894459037",uuuu,85632487,,867e1de9da52144af7f1d0148d63c0f9,,6099b175d09c2a3982081a475e980984,10.427516,-84.011553,85670375,uuuu,CR,CR,1457144700,10.428272,-84.015336,0,Heredia,85632487,856/703/75/85670375.geojson,region,85670375,quattroshapes,,,CR
"-83.9427260003,9.07064188891,-82.5628368738,10.9277061975",uuuu,85632487,,1807f5fffb825f190a3b1238cd4d015e,,0768b268fb9131a96154311f92396998,9.942511,-83.339936,85670381,uuuu,CR,CR,1457144700,9.630196,-83.156813,0,Limón,85632487,856/703/81/85670381.geojson,region,85670381,quattroshapes,,,CR
"-87.1176651683,5.51508209826,-82.719364787,10.3319794785",uuuu,85632487,,a821c88f630fe7c87f4d1ee521d37cee,,2fcf715b428e8377798c832d23635c27,9.154029,-83.727062,85670385,uuuu,CR,CR,1457144700,8.992853,-83.258894,0,Puntarenas,85632487,856/703/85/85670385.geojson,region,85670385,quattroshapes,,,CR
"-84.59162696,9.06606191692,-83.4293981601,10.198964342",uuuu,85632487,,aa0da95b07a58b205a0372660a2b93fa,,9c6f6e63d4eb06c205521ad5e700495b,9.608609,-83.99021,85670391,uuuu,CR,CR,1457144700,9.777416,-84.232278,0,San José,85632487,856/703/91/85670391.geojson,region,85670391,quattroshapes,,,CR
"-85.4411875073,9.82451691323,-84.157729725,11.0704106656",uuuu,85632487,,0c772f21cb9c2f74242ccfc34ccd73a2,,59d9e49e239f596328d284210acbd058,10.558334,-84.602337,85670393,uuuu,CR,CR,1457144700,10.624595,-84.495754,0,Alajuela,85632487,856/703/93/85670393.geojson,region,85670393,quattroshapes,,,CR
"-85.9464412099,9.7248225723,-84.7639936997,11.2099370322",uuuu,85632487,,da754e0ca7d08ed87a9c7b62111f17b7,,a954d72163ece6a714edc2ada1407c1d,10.448038,-85.392779,85670399,uuuu,CR,CR,1457144700,10.512725,-85.392421,0,Guanacaste,85632487,856/703/99/85670399.geojson,region,85670399,quattroshapes,,,CR
"-80.9429866199,21.8247654196,-80.0232753162,22.5870970731",uuuu,85632675,,dcce380846938ffd8f99737e32814814,,d81b6381da0b8890139b28fe0c9948c0,22.24075,-80.45003,85670403,uuuu,CU,CU,1457144700,22.340562,-80.404844,0,Cienfuegos,85632675,856/704/03/85670403.geojson,region,85670403,quattroshapes,,,CU
"-83.1918025375,21.4374860699,-81.3693741525,21.9545352229",uuuu,85632675,,3b6d300520a6da8d35a2d8fb6e5e485a,,775d8592a294a0245cef4a293cf3fa6a,21.681414,-82.802803,85670405,uuuu,CU,CU,1457144700,21.716862,-82.821202,0,Isla de la Juventud,85632675,856/704/05/85670405.geojson,region,85670405,quattroshapes,,,CU
"-84.9496150381,21.7668317733,-82.8246024968,23.0212263044",uuuu,85632675,,d5869c0c0b1c1d67d099372a69e5b444,,657319405cb5c44ee310a9e68bd54794,22.441686,-83.721303,85670409,uuuu,CU,CU,1457144700,22.481057,-83.737829,0,Pinar del Río,85632675,856/704/09/85670409.geojson,region,85670409,quattroshapes,,,CU
"-80.1010267028,21.5484886742,-78.9271947905,22.6740176451",uuuu,85632675,,063ab49927c34f3cec0e01b5e6320498,,1475b7762a5cc92e51dfd9a2fce00a12,21.955405,-79.415912,85670413,uuuu,CU,CU,1457144700,21.918141,-79.359337,0,Sancti Spíritus,85632675,856/704/13/85670413.geojson,region,85670413,quattroshapes,,,CU
"-79.3889054025,20.7122256529,-78.0706554844,22.5619570981",uuuu,85632675,,6615ca17a81a11ed647d0e48c692c6c3,,6f5220a6bddcdee665c681e03be35812,21.967751,-78.647358,85670419,uuuu,CU,CU,1457144700,21.96375,-78.639133,0,Ciego de Ávila,85632675,856/704/19/85670419.geojson,region,85670419,quattroshapes,,,CU
"-78.6561580071,20.5180117861,-76.9448094044,22.4372012391",uuuu,85632675,,01a72d0a8c4ac734b467be70a4bf9e25,,9dd9593fb63fa871008c536370c11a2c,21.400799,-77.867113,85670423,uuuu,CU,CU,1457144700,21.360593,-77.849049,0,Camagüey,85632675,856/704/23/85670423.geojson,region,85670423,quattroshapes,,,CU
"-75.4896760726,19.882543918,-74.1328832665,20.5560633789",uuuu,85632675,,12f2f78f183411bbf6a978d38e2001e6,,bc7131edc4cb6214140f02dd5fdeee3c,20.211193,-74.906304,85670425,uuuu,CU,CU,1457144700,20.21106,-74.916424,0,Guantánamo,85632675,856/704/25/85670425.geojson,region,85670425,quattroshapes,,,CU
"-77.7372126937,19.8278262392,-76.1796597973,20.7842097034",uuuu,85632675,,dd2fd6cadb36ff6b7b8efe9dc221c8c0,,914245ff56e425904b924cef4c743671,20.293931,-76.92377,85670431,uuuu,CU,CU,1457144700,20.360524,-76.782101,0,Granma,85632675,856/704/31/85670431.geojson,region,85670431,quattroshapes,,,CU
"-76.7219006011,20.3967914903,-74.7151675851,21.2518985056",uuuu,85632675,,dbcf9bba69d5c325d4fb284368e79193,,946eb14edd634f619fa03e99c2d197c0,20.751666,-75.879778,85670435,uuuu,CU,CU,1457144700,20.822976,-76.033566,0,Holguín,85632675,856/704/35/85670435.geojson,region,85670435,quattroshapes,,,CU
"-77.8311303447,20.6774763041,-76.31354733,21.4577469754",uuuu,85632675,,70989a8dca329465a3930ca73726178f,,7e7178067e9a37b8d7ce2a5140bb6236,21.01319,-77.027345,85670439,uuuu,CU,CU,1457144700,21.059632,-76.912575,0,Las Tunas,85632675,856/704/39/85670439.geojson,region,85670439,quattroshapes,,,CU
"-77.0478496982,19.8790957707,-75.3754711579,20.5736024035",uuuu,85632675,,ca6347dc638981d87009fe2d8fe833d5,,cb9ff5db2d54a74b6640c806d50877e6,20.187079,-75.962448,85670441,uuuu,CU,CU,1457144700,20.189777,-76.032227,0,Santiago de Cuba,85632675,856/704/41/85670441.geojson,region,85670441,quattroshapes,,,CU
"-82.5387361662,22.9478502472,-82.0761991043,23.194240627",uuuu,85632675,,51c043a1ef4a98b9b528da7f67a82055,,6c5063398f171f49b38ff40f9f28c128,23.079991,-82.307522,85670445,uuuu,CU,CU,1457144700,23.073696,-82.307476,0,Ciudad de la Habana,85632675,856/704/45/85670445.geojson,region,85670445,quattroshapes,,,CU
"-82.9780303623,22.5593122424,-82.3879502418,23.0735641306",uuuu,85632675,,a352f32ab411fdb99710a5a13ebaa088,,c6fe5e80eb35dacfbbb4388623dcbae1,22.857477,-82.683301,85670449,uuuu,CU,CU,1457144700,22.865353,-82.67986,0,Artemisa,85632675,856/704/49/85670449.geojson,region,85670449,quattroshapes,,,CU
"-82.1639705069,22.0440127627,-80.4707738915,23.2655703803",uuuu,85632675,,69d4fede5a3ddd5a9d8091b8bcadc8f7,,9e26a262a2f60cebccc229ccdeb3c199,22.617493,-81.216838,85670455,uuuu,CU,CU,1457144700,22.672203,-81.208281,0,Matanzas,85632675,856/704/55/85670455.geojson,region,85670455,quattroshapes,,,CU
"-80.7484248522,21.9385061708,-79.3268123035,23.1546084667",uuuu,85632675,,64f9a11dd5fae997871c472cf5512e60,,ea528413911a8c9ecf570d634b1a825b,22.543651,-79.999388,85670457,uuuu,CU,CU,1457144700,22.498033,-79.886677,0,Villa Clara,85632675,856/704/57/85670457.geojson,region,85670457,quattroshapes,,,CU
"-82.457803882,22.575073899,-81.5961767244,23.2005069034",uuuu,85632675,,7fd2230b6b698aa712d19d20ea69531e,,1426c91058b81a975487737b61a6c890,22.881078,-82.003975,85670461,uuuu,CU,CU,1457144700,22.879366,-82.012149,0,Mayabeque,85632675,856/704/61/85670461.geojson,region,85670461,quattroshapes,,,CU
"-69.1717423167,12.0413272164,-68.7397354809,12.3915062527",uuuu,85632441,,3ad139c370283a446371529387dc78bb,,e81fbe774454d05082cc34c08c23639d,12.193821,-68.971306,85670465,uuuu,CW,CW,1452291079,12.145039,-68.920578,0,Curaçao,85632441,856/704/65/85670465.geojson,region,85670465,quattroshapes,,,CW
"42.6081450891,10.9782457483,43.1888146831,11.4785761583",uuuu,85632319,,c7b015d7c31dfb038593858e405990e9,,bb60ebc23291ed88e1d852eaf9ccdeb9,11.228753,42.893995,85670467,uuuu,DJ,DJ,1457144704,11.210172,42.889575,0,Ali Sabieh,85632319,856/704/67/85670467.geojson,region,85670467,quattroshapes,,,DJ
"42.9007064389,11.5188062607,43.1731208182,11.6117617864",uuuu,85632319,,4c7f450f9af2813c3ca2740c836ca1d3,,a74b4188ae6c5eb2628300ff2836fc5e,11.557707,43.045757,85670473,uuuu,DJ,DJ,1455925079,11.553171,43.04782,0,Djibouti,85632319,856/704/73/85670473.geojson,region,85670473,quattroshapes,,,DJ
"42.3653524112,11.2654883906,43.2407332687,11.6542243515",uuuu,85632319,,06e06beb01e52ef1bf8ecd5061b2da4b,,7a5513c6060856af8bcb5d647d310265,11.445247,42.724576,85670477,uuuu,DJ,DJ,1457144704,11.409221,42.754354,0,Arta,85632319,856/704/77/85670477.geojson,region,85670477,quattroshapes,,,DJ
"41.7491101481,10.929824931,42.7065718932,11.8809098739",uuuu,85632319,,b48f0c3feb37c7a66d00ceaf95edbb4b,,dd0d85ee238bf78295471553afb905ae,11.365924,42.120581,85670483,uuuu,DJ,DJ,1457144704,11.338576,42.111409,0,Dikhil,85632319,856/704/83/85670483.geojson,region,85670483,quattroshapes,,,DJ
"42.673964064,11.8388418414,43.4187117852,12.7079125024",uuuu,85632319,,81f6f4548e3510f5c1bfa0aba4edcd3c,,d9c25950628241d7065aabeccc1588e9,12.287878,43.075356,85670485,uuuu,DJ,DJ,1457144704,12.28899,43.082476,0,Obock,85632319,856/704/85/85670485.geojson,region,85670485,quattroshapes,,,DJ
"41.974680254,11.5474699503,43.0860024061,12.5233710744",uuuu,85632319,,7bfbe81c06590e92646c3b7501ea326e,,870b033bfa601bf1bf74e66e35a02890,11.999262,42.522927,85670491,uuuu,DJ,DJ,1457144704,11.97735,42.514496,0,Tadjourah,85632319,856/704/91/85670491.geojson,region,85670491,quattroshapes,,,DJ
"-61.4492106959,15.4448715277,-61.2686254549,15.6330835008",uuuu,85632503,,3b772aa979f5be6e3d5f63e5470b6e91,,f364167200d7ad627bad672362b1bc3f,15.535794,-61.354701,85670495,uuuu,DM,DM,1457144705,15.536715,-61.354703,0,Saint Andrew,85632503,856/704/95/85670495.geojson,region,85670495,quattroshapes,,,DM
"-61.3345710921,15.316662299,-61.2492569646,15.5099144551",uuuu,85632503,,f5a56f8622e345eb4b8b5fbc95fa3438,,d870ffb1aa86cade40ab42be053a52d5,15.399591,-61.28866,85670499,uuuu,DM,DM,1457144705,15.388259,-61.292112,0,Saint David,85632503,856/704/99/85670499.geojson,region,85670499,quattroshapes,,,DM
"-61.3935991288,15.253797919,-61.3041595117,15.3455235858",uuuu,85632503,,d2b982e5c762a80ee5e87f9dbabd011f,,56a2684f1518c7e2355cd404dd7a46fb,15.303056,-61.347586,85670503,uuuu,DM,DM,1457144705,15.30399,-61.346915,0,Saint George,85632503,856/705/03/85670503.geojson,region,85670503,quattroshapes,,,DM
"-61.4889216791,15.5030075143,-61.4077190821,15.6338565122",uuuu,85632503,,e5ef2d9361eb49a42d21442cc2102333,,0ad8fd835cfdb9f46cc7aba6be8e2098,15.566384,-61.449686,85670509,uuuu,DM,DM,1457144705,15.554194,-61.443546,0,Saint John,85632503,856/705/09/85670509.geojson,region,85670509,quattroshapes,,,DM
"-61.4553294304,15.389345201,-61.3173628399,15.4944550641",uuuu,85632503,,9acb8086d56c22ee336ec775dcfce435,,57f0927132799ec9430900566117fc22,15.441453,-61.385753,85670511,uuuu,DM,DM,1457144705,15.434628,-61.380168,0,Saint Joseph,85632503,856/705/11/85670511.geojson,region,85670511,quattroshapes,,,DM
"-61.3731788283,15.2358837314,-61.3556550769,15.2603473523",uuuu,85632503,,8349d33f0a7a8356057c121647328cbe,,f69b93a6dbd8c66993323a43d4f5f8de,15.248327,-61.365725,85670515,uuuu,DM,DM,1457144705,15.248313,-61.365013,0,Saint Luke,85632503,856/705/15/85670515.geojson,region,85670515,quattroshapes,,,DM
"-61.3761287099,15.2018089866,-61.346383724,15.2437985299",uuuu,85632503,,5cd54452fc66d1853be5d08458255a61,,6ff9ce81d58d5fd9aa7d0c8d7f4c610c,15.220635,-61.362001,85670519,uuuu,DM,DM,1457144705,15.220519,-61.362286,0,Saint Mark,85632503,856/705/19/85670519.geojson,region,85670519,quattroshapes,,,DM
"-61.3566110913,15.211697439,-61.253732877,15.3326555797",uuuu,85632503,,15a2dd5352bf08295cded6c486be3716,,09875bc92353141149b4ad33bac15fdc,15.276928,-61.301526,85670521,uuuu,DM,DM,1457144705,15.272772,-61.296461,0,Saint Patrick,85632503,856/705/21/85670521.geojson,region,85670521,quattroshapes,,,DM
"-61.4160071774,15.3128124048,-61.3274397452,15.4049514845",uuuu,85632503,,8249992a338f4c0a5b91bb04a5f17f0c,,ebc822d56547a7872fbea9d5b4d5f08a,15.362004,-61.368189,85670527,uuuu,DM,DM,1457144705,15.359526,-61.369031,0,Saint Paul,85632503,856/705/27/85670527.geojson,region,85670527,quattroshapes,,,DM
"-61.4840022229,15.466329769,-61.4056778629,15.5341684035",uuuu,85632503,,52bb695046cb16527b8c17c819a45224,,4a428d6cc754bee529247841c1832c8f,15.501937,-61.450131,85670531,uuuu,DM,DM,1457144705,15.499479,-61.450722,0,Saint Peter,85632503,856/705/31/85670531.geojson,region,85670531,quattroshapes,,,DM
"-71.2470409819,19.025609036,-70.5477038241,19.6511005718",uuuu,85632713,,f9f1094975c58b6dca962a6ac30d947d,,3b23a0eb59420fb732dfe327d65aa918,19.324201,-70.902866,85670537,uuuu,DO,DO,1455925082,19.269976,-70.926707,0,Santiago,85632713,856/705/37/85670537.geojson,region,85670537,quattroshapes,,,DO
"-71.5150607979,19.1701738552,-71.0687056144,19.560537625",uuuu,85632713,,9c2d9f5339b7c56b4dfd675435235bcd,,54876a904c8b4e7b1bfa95e7bc3a99fb,19.383088,-71.310012,85670543,uuuu,DO,DO,1457144705,19.406919,-71.331992,0,Santiago Rodríguez,85632713,856/705/43/85670543.geojson,region,85670543,quattroshapes,,,DO
"-71.1842024403,19.4386587593,-70.8641186182,19.7517662624",uuuu,85632713,,d9bc369842121c62a0885fa87fb27a65,,5c6eff81d5fae4330462613c893c421e,19.581727,-71.034593,85670545,uuuu,DO,DO,1457144705,19.582227,-71.047549,0,Valverde,85632713,856/705/45/85670545.geojson,region,85670545,quattroshapes,,,DO
"-71.6332447981,18.599614366,-70.8911970692,19.191076972",uuuu,85632713,,3f84ac0daee656b02713591fd9991b1f,,fcc81f8f4021e0eebb7d4228abe379f8,18.87967,-71.286271,85670549,uuuu,DO,DO,1457144705,18.858043,-71.316306,0,San Juan,85632713,856/705/49/85670549.geojson,region,85670549,quattroshapes,,,DO
"-70.1671844138,18.41031217,-69.5182576157,18.7316734889",uuuu,85632713,,f1d96d517a6bc9caf32b2f369aaf0b41,,41007b308fa16e8aea68f6755602c37e,18.565322,-69.860758,85670553,uuuu,DO,DO,1457144705,18.603139,-69.909922,0,Santo Domingo,85632713,856/705/53/85670553.geojson,region,85670553,quattroshapes,,,DO
"-70.3923127916,18.8547667515,-69.9077687238,19.1556269389",uuuu,85632713,,d66bf410b6544919008e8e3fd91862a9,,b1d60cb8a73c24ede0edad7524bb49dc,19.017602,-70.144822,85670557,uuuu,DO,DO,1457144705,19.009021,-70.164433,0,Sánchez Ramírez,85632713,856/705/57/85670557.geojson,region,85670557,quattroshapes,,,DO
"-69.6165720279,18.3959007833,-69.0801706614,18.8025735542",uuuu,85632713,,e63e80fb2123de572d76999e00391a47,,a566138a65c09ca1c6664a7a96ebcb54,18.547296,-69.369091,85670563,uuuu,DO,DO,1457144705,18.530469,-69.45437,0,San Pedro de Macorís,85632713,856/705/63/85670563.geojson,region,85670563,quattroshapes,,,DO
"-71.7710668612,19.5322189406,-71.1339729478,19.9103457701",uuuu,85632713,,8b45efdd941d27a39f7a86366107ef3d,,fd4da8b51d33af8f9fa9c41a879e6b76,19.722095,-71.443936,85670567,uuuu,DO,DO,1457144705,19.714136,-71.405949,0,Monte Cristi,85632713,856/705/67/85670567.geojson,region,85670567,quattroshapes,,,DO
"-71.2217741611,19.517827053,-70.372716379,19.9376895203",uuuu,85632713,,64e790aa9f7b8985b22df7422df15aa0,,0ec10d3b58dfae9270dc3a50875dcc0a,19.744351,-70.801333,85670571,uuuu,DO,DO,1457144705,19.774824,-70.901009,0,Puerto Plata,85632713,856/705/71/85670571.geojson,region,85670571,quattroshapes,,,DO
"-71.7765185146,19.2179238845,-71.4130515202,19.6490170018",uuuu,85632713,,44de57c587e4bac41f460a8fd7a46ceb,,2f5e99630a0581f2695c19207c583026,19.43811,-71.601532,85670575,uuuu,DO,DO,1457144705,19.445775,-71.579898,0,Dajabón,85632713,856/705/75/85670575.geojson,region,85670575,quattroshapes,,,DO
"-70.6139013326,19.3136017929,-70.0934163071,19.7141844197",uuuu,85632713,,7b437944e34e089c34daa2dbbfda7633,,d46a1a616b08b44a5e835d28c65208f4,19.537606,-70.394344,85670581,uuuu,DO,DO,1457144705,19.599702,-70.368714,0,Espaillat,85632713,856/705/81/85670581.geojson,region,85670581,quattroshapes,,,DO
"-70.4673211327,19.2249250356,-70.2365858632,19.5585739203",uuuu,85632713,,d5a61016bd1bf196d07aeba346c21692,,55bad26a1ad75fe1b9e13bcd1ee8136e,19.408974,-70.366517,85670583,uuuu,DO,DO,1455925082,19.428907,-70.377879,0,Hermanas,85632713,856/705/83/85670583.geojson,region,85670583,quattroshapes,,,DO
"-71.6206615866,18.3359870475,-70.9932838613,18.6507740345",uuuu,85632713,,3f4760f4451584dfbdff972e36619dbf,,1372c5afbb5f49aaf9dff53277ce2176,18.514024,-71.330339,85670589,uuuu,DO,DO,1457144705,18.506199,-71.335092,0,Bahoruco,85632713,856/705/89/85670589.geojson,region,85670589,quattroshapes,,,DO
"-71.4237485423,17.8465843771,-70.9507024813,18.5258720968",uuuu,85632713,,0bb72cbc85499b2df21a4875338a0d6c,,a06ad6e74e71549fe717394f467844d8,18.170811,-71.209974,85670591,uuuu,DO,DO,1457144705,18.156566,-71.213551,0,Barahona,85632713,856/705/91/85670591.geojson,region,85670591,quattroshapes,,,DO
"-72.0098376055,18.1359475775,-71.2007647373,18.6847302136",uuuu,85632713,,7b9dcdc14b07c06334dcc284c8317766,,e936e2ada6611b51e08e860b904dd4b1,18.423849,-71.628919,85670597,uuuu,DO,DO,1457144705,18.487901,-71.736171,0,Independencia,85632713,856/705/97/85670597.geojson,region,85670597,quattroshapes,,,DO
"-71.8654019775,18.6507740345,-71.3273719964,19.298848171",uuuu,85632713,,275674a90adecf0eaeafd3e6e45659d6,,9c2375081118be8d9620b38e52cadda8,19.004887,-71.599844,85670601,uuuu,DO,DO,1452290910,19.094615,-71.577426,0,La Estrelleta,85632713,856/706/01/85670601.geojson,region,85670601,quattroshapes,,,DO
"-71.776828573,17.545558986,-71.2810171556,18.2929962377",uuuu,85632713,,899fd33948da57f8684d6116947bb41d,,98ea1d7b0f5035ad1a5b984eb444d95b,17.961321,-71.532735,85670605,uuuu,DO,DO,1457144705,17.932461,-71.529312,0,Pedernales,85632713,856/706/05/85670605.geojson,region,85670605,quattroshapes,,,DO
"-71.1613097812,18.2587344419,-70.4724629381,18.9884536815",uuuu,85632713,,26db3d2f8c34619fa6af9d161ea4599e,,7b4c6f5f8dc2711222da3c475b6c1334,18.580418,-70.833815,85670609,uuuu,DO,DO,1457144705,18.5854,-70.839047,0,Azua,85632713,856/706/09/85670609.geojson,region,85670609,quattroshapes,,,DO
"-70.9191798569,18.6768447943,-70.277642788,19.3688438987",uuuu,85632713,,9f304177e1c530e49f95e19ae08d566f,,8b5b1ea4674f057315c5dc1a09921655,19.052067,-70.631633,85670615,uuuu,DO,DO,1457144705,19.044676,-70.663167,0,La Vega,85632713,856/706/15/85670615.geojson,region,85670615,quattroshapes,,,DO
"-70.5923780991,18.719529527,-70.2238476221,19.1117278103",uuuu,85632713,,55b065971d2c9e8435fb9f7fa5156ef3,,723d2778c96899e8265f047ae883512f,18.892624,-70.418377,85670619,uuuu,DO,DO,1457144705,18.875374,-70.421169,0,Monseñor Nouel,85632713,856/706/19/85670619.geojson,region,85670619,quattroshapes,,,DO
"-70.5793817489,18.2040876324,-70.1803872223,18.503573717",uuuu,85632713,,789151953cfc1dd01d483545819c6b94,,fc47fe3fd2c51f8b70c254b2718baf70,18.333489,-70.372743,85670623,uuuu,DO,DO,1457144705,18.344168,-70.372743,0,Peravia,85632713,856/706/23/85670623.geojson,region,85670623,quattroshapes,,,DO
"-70.6999942693,18.4132174748,-70.3500156316,18.7879491245",uuuu,85632713,,fb639ebeeca398b7e524af5c9fa2cc42,,74056e8299b9683cb67eebeb098f657d,18.610716,-70.497926,85670627,uuuu,DO,DO,1457144705,18.61319,-70.495275,0,San José de Ocoa,85632713,856/706/27/85670627.geojson,region,85670627,quattroshapes,,,DO
"-70.3636323719,19.0383472763,-69.6767492336,19.4993268914",uuuu,85632713,,dd2357851179985778a193d8b99b0bf0,,a1c6ad8c52328ee09bf5d442be0848ee,19.243449,-70.087758,85670633,uuuu,DO,DO,1457144705,19.276328,-70.225595,0,Duarte,85632713,856/706/33/85670633.geojson,region,85670633,quattroshapes,,,DO
"-69.6378368799,18.5219705275,-69.18954383,19.1111514339",uuuu,85632713,,f1c5dcdb2380744f3a573582b182dc02,,44d6e92270d77f4af8c43851b03b1667,18.873725,-69.386138,85670637,uuuu,DO,DO,1457144705,18.735306,-69.333488,0,Hato Mayor,85632713,856/706/37/85670637.geojson,region,85670637,quattroshapes,,,DO
"-70.2511844546,18.5718382839,-69.3808758211,19.0899978703",uuuu,85632713,,a7f14c703624ef15f4e57a5ee773013f,,ec12a01d7969776a5c1aadd5e35fda64,18.832574,-69.805063,85670641,uuuu,DO,DO,1457144705,18.843647,-69.762207,0,Monte Plata,85632713,856/706/41/85670641.geojson,region,85670641,quattroshapes,,,DO
"-70.2151401441,19.1980532901,-69.7714779507,19.680121161",uuuu,85632713,,4b222dfa2d96d741603fe41c38659239,,4a4e31ffd3928a1607d8bfafa23c5bd5,19.444188,-69.984034,85670645,uuuu,DO,DO,1457144705,19.443121,-70.00588,0,María Trinidad Sánchez,85632713,856/706/45/85670645.geojson,region,85670645,quattroshapes,,,DO
"-69.7928145012,19.0088917103,-69.1583552731,19.3633487002",uuuu,85632713,,e4c7f2799031cc44e681d813c6916515,,d267257e47adc48ee46fb1ee48802ade,19.232994,-69.499817,85670653,uuuu,DO,DO,1457144705,19.256723,-69.420509,0,Samaná,85632713,856/706/53/85670653.geojson,region,85670653,quattroshapes,,,DO
"-70.378799405,18.2314313826,-70.0040019726,18.8017208935",uuuu,85632713,,007e7feb9abd3dff1123e0892c23ca03,,ac20e7adecd02448db64bf81a62167fb,18.521477,-70.210066,85670655,uuuu,DO,DO,1457144705,18.577914,-70.259762,0,San Cristóbal,85632713,856/706/55/85670655.geojson,region,85670655,quattroshapes,,,DO
"-69.9974014956,18.426464324,-69.8778222323,18.536749986",uuuu,85632713,,e61bf01dd8ef2643db52900c9626f7c0,,69dbafb5bb1c12112c4e3196c9c9686b,18.482868,-69.945812,85670659,uuuu,DO,DO,1455925082,18.47566,-69.949889,0,Distrito Nacional,85632713,856/706/59/85670659.geojson,region,85670659,quattroshapes,,,DO
"-69.3285534326,18.5273448761,-68.785122814,19.051214911",uuuu,85632713,,a6d7100a9dbe4f78cbd705a014b87ea2,,74c04014ffea776460e9371172d59a75,18.819387,-69.05559,85670663,uuuu,DO,DO,1457144705,18.815714,-69.059655,0,El Seybo,85632713,856/706/63/85670663.geojson,region,85670663,quattroshapes,,,DO
"-68.9428663803,18.1078555366,-68.328602668,18.9798697164",uuuu,85632713,,87b70a7163d3518056b029df2bb64b8f,,45de8047c73e7871910ded523c0e5038,18.567187,-68.660842,85670669,uuuu,DO,DO,1457144705,18.589719,-68.634357,0,La Altagracia,85632713,856/706/69/85670669.geojson,region,85670669,quattroshapes,,,DO
"-69.1217701894,18.3959404551,-68.8520192126,18.6656826851",uuuu,85632713,,8023029d50a233c93490966dff1cbf11,,53a31a06845ebbd4bc03c64b0e584627,18.509279,-68.977837,85670673,uuuu,DO,DO,1457144705,18.513614,-68.96178,0,La Romana,85632713,856/706/73/85670673.geojson,region,85670673,quattroshapes,,,DO
